PassengerId,Survived,Age,SibSp,Parch,Fare,2,3,male,Q,S,Miss,Mr,Mrs
31,0,40.0,0,0,27.7208,False,False,True,False,False,False,True,False
32,1,28.0,1,0,146.5208,False,False,False,False,False,False,False,True
33,1,28.0,0,0,7.75,False,True,False,True,False,True,False,False
34,0,66.0,0,0,10.5,True,False,True,False,True,False,True,False
35,0,28.0,1,0,82.1708,False,False,True,False,False,False,True,False
36,0,42.0,1,0,52.0,False,False,True,False,True,False,True,False
37,1,28.0,0,0,7.2292,False,True,True,False,False,False,True,False
38,0,21.0,0,0,8.05,False,True,True,False,True,False,True,False
39,0,18.0,2,0,18.0,False,True,False,False,True,True,False,False
40,1,14.0,1,0,11.2417,False,True,False,False,False,True,False,False
41,0,40.0,1,0,9.475,False,True,False,False,True,False,False,True
42,0,27.0,1,0,21.0,True,False,False,False,True,False,False,True
43,0,28.0,0,0,7.8958,False,True,True,False,False,False,True,False
44,1,3.0,1,2,41.5792,True,False,False,False,False,True,False,False
45,1,19.0,0,0,7.8792,False,True,False,True,False,True,False,False
46,0,28.0,0,0,8.05,False,True,True,False,True,False,True,False
47,0,28.0,1,0,15.5,False,True,True,True,False,False,True,False
48,1,28.0,0,0,7.75,False,True,False,True,False,True,False,False
49,0,28.0,2,0,21.6792,False,True,True,False,False,False,True,False
50,0,18.0,1,0,17.8,False,True,False,False,True,False,False,True
51,0,7.0,4,1,39.6875,False,True,True,False,True,False,False,False
52,0,21.0,0,0,7.8,False,True,True,False,True,False,True,False
53,1,49.0,1,0,76.7292,False,False,False,False,False,False,False,True
54,1,29.0,1,0,26.0,True,False,False,False,True,False,False,True
55,0,65.0,0,1,61.9792,False,False,True,False,False,False,True,False
56,1,28.0,0,0,35.5,False,False,True,False,True,False,True,False
57,1,21.0,0,0,10.5,True,False,False,False,True,True,False,False
58,0,28.5,0,0,7.2292,False,True,True,False,False,False,True,False
59,1,5.0,1,2,27.75,True,False,False,False,True,True,False,False
60,0,11.0,5,2,46.9,False,True,True,False,True,False,False,False
61,0,22.0,0,0,7.2292,False,True,True,False,False,False,True,False
62,1,38.0,0,0,80.0,False,False,False,False,False,True,False,False
63,0,45.0,1,0,83.475,False,False,True,False,True,False,True,False
64,0,4.0,3,2,27.9,False,True,True,False,True,False,False,False
65,0,28.0,0,0,27.7208,False,False,True,False,False,False,True,False
66,1,28.0,1,1,15.2458,False,True,True,False,False,False,False,False
67,1,29.0,0,0,10.5,True,False,False,False,True,False,False,True
68,0,19.0,0,0,8.1583,False,True,True,False,True,False,True,False
69,1,17.0,4,2,7.925,False,True,False,False,True,True,False,False
70,0,26.0,2,0,8.6625,False,True,True,False,True,False,True,False
71,0,32.0,0,0,10.5,True,False,True,False,True,False,True,False
72,0,16.0,5,2,46.9,False,True,False,False,True,True,False,False
73,0,21.0,0,0,73.5,True,False,True,False,True,False,True,False
74,0,26.0,1,0,14.4542,False,True,True,False,False,False,True,False
75,1,32.0,0,0,56.4958,False,True,True,False,True,False,True,False
76,0,25.0,0,0,7.65,False,True,True,False,True,False,True,False
77,0,28.0,0,0,7.8958,False,True,True,False,True,False,True,False
78,0,28.0,0,0,8.05,False,True,True,False,True,False,True,False
79,1,0.83,0,2,29.0,True,False,True,False,True,False,False,False
80,1,30.0,0,0,12.475,False,True,False,False,True,True,False,False
81,0,22.0,0,0,9.0,False,True,True,False,True,False,True,False
82,1,29.0,0,0,9.5,False,True,True,False,True,False,True,False
83,1,28.0,0,0,7.7875,False,True,False,True,False,True,False,False
84,0,28.0,0,0,47.1,False,False,True,False,True,False,True,False
85,1,17.0,0,0,10.5,True,False,False,False,True,True,False,False
86,1,33.0,3,0,15.85,False,True,False,False,True,False,False,True
87,0,16.0,1,3,34.375,False,True,True,False,True,False,True,False
88,0,28.0,0,0,8.05,False,True,True,False,True,False,True,False
89,1,23.0,3,2,263.0,False,False,False,False,True,True,False,False
90,0,24.0,0,0,8.05,False,True,True,False,True,False,True,False
91,0,29.0,0,0,8.05,False,True,True,False,True,False,True,False
92,0,20.0,0,0,7.8542,False,True,True,False,True,False,True,False
93,0,46.0,1,0,61.175,False,False,True,False,True,False,True,False
94,0,26.0,1,2,20.575,False,True,True,False,True,False,True,False
95,0,59.0,0,0,7.25,False,True,True,False,True,False,True,False
96,0,28.0,0,0,8.05,False,True,True,False,True,False,True,False
97,0,71.0,0,0,34.6542,False,False,True,False,False,False,True,False
98,1,23.0,0,1,63.3583,False,False,True,False,False,False,True,False
99,1,34.0,0,1,23.0,True,False,False,False,True,False,False,True
100,0,34.0,1,0,26.0,True,False,True,False,True,False,True,False
101,0,28.0,0,0,7.8958,False,True,False,False,True,True,False,False
102,0,28.0,0,0,7.8958,False,True,True,False,True,False,True,False
103,0,21.0,0,1,77.2875,False,False,True,False,True,False,True,False
104,0,33.0,0,0,8.6542,False,True,True,False,True,False,True,False
105,0,37.0,2,0,7.925,False,True,True,False,True,False,True,False
106,0,28.0,0,0,7.8958,False,True,True,False,True,False,True,False
107,1,21.0,0,0,7.65,False,True,False,False,True,True,False,False
108,1,28.0,0,0,7.775,False,True,True,False,True,False,True,False
109,0,38.0,0,0,7.8958,False,True,True,False,True,False,True,False
110,1,28.0,1,0,24.15,False,True,False,True,False,True,False,False
111,0,47.0,0,0,52.0,False,False,True,False,True,False,True,False
112,0,14.5,1,0,14.4542,False,True,False,False,False,True,False,False
113,0,22.0,0,0,8.05,False,True,True,False,True,False,True,False
114,0,20.0,1,0,9.825,False,True,False,False,True,True,False,False
115,0,17.0,0,0,14.4583,False,True,False,False,False,True,False,False
116,0,21.0,0,0,7.925,False,True,True,False,True,False,True,False
117,0,70.5,0,0,7.75,False,True,True,True,False,False,True,False
118,0,29.0,1,0,21.0,True,False,True,False,True,False,True,False
119,0,24.0,0,1,247.5208,False,False,True,False,False,False,True,False
120,0,2.0,4,2,31.275,False,True,False,False,True,True,False,False
121,0,21.0,2,0,73.5,True,False,True,False,True,False,True,False
122,0,28.0,0,0,8.05,False,True,True,False,True,False,True,False
123,0,32.5,1,0,30.0708,True,False,True,False,False,False,True,False
124,1,32.5,0,0,13.0,True,False,False,False,True,True,False,False
125,0,54.0,0,1,77.2875,False,False,True,False,True,False,True,False
126,1,12.0,1,0,11.2417,False,True,True,False,False,False,False,False
127,0,28.0,0,0,7.75,False,True,True,True,False,False,True,False
128,1,24.0,0,0,7.1417,False,True,True,False,True,False,True,False
129,1,28.0,1,1,22.3583,False,True,False,False,False,True,False,False
130,0,45.0,0,0,6.975,False,True,True,False,True,False,True,False
131,0,33.0,0,0,7.8958,False,True,True,False,False,False,True,False
132,0,20.0,0,0,7.05,False,True,True,False,True,False,True,False
133,0,47.0,1,0,14.5,False,True,False,False,True,False,False,True
134,1,29.0,1,0,26.0,True,False,False,False,True,False,False,True
135,0,25.0,0,0,13.0,True,False,True,False,True,False,True,False
136,0,23.0,0,0,15.0458,True,False,True,False,False,False,True,False
137,1,19.0,0,2,26.2833,False,False,False,False,True,True,False,False
138,0,37.0,1,0,53.1,False,False,True,False,True,False,True,False
139,0,16.0,0,0,9.2167,False,True,True,False,True,False,True,False
140,0,24.0,0,0,79.2,False,False,True,False,False,False,True,False
141,0,28.0,0,2,15.2458,False,True,False,False,False,False,False,True
142,1,22.0,0,0,7.75,False,True,False,False,True,True,False,False
143,1,24.0,1,0,15.85,False,True,False,False,True,False,False,True
144,0,19.0,0,0,6.75,False,True,True,True,False,False,True,False
145,0,18.0,0,0,11.5,True,False,True,False,True,False,True,False
146,0,19.0,1,1,36.75,True,False,True,False,True,False,True,False
147,1,27.0,0,0,7.7958,False,True,True,False,True,False,True,False
148,0,9.0,2,2,34.375,False,True,False,False,True,True,False,False
149,0,36.5,0,2,26.0,True,False,True,False,True,False,True,False
150,0,42.0,0,0,13.0,True,False,True,False,True,False,True,False
151,0,51.0,0,0,12.525,True,False,True,False,True,False,True,False
152,1,22.0,1,0,66.6,False,False,False,False,True,False,False,True
153,0,55.5,0,0,8.05,False,True,True,False,True,False,True,False
154,0,40.5,0,2,14.5,False,True,True,False,True,False,True,False
155,0,28.0,0,0,7.3125,False,True,True,False,True,False,True,False
156,0,51.0,0,1,61.3792,False,False,True,False,False,False,True,False
157,1,16.0,0,0,7.7333,False,True,False,True,False,True,False,False
158,0,30.0,0,0,8.05,False,True,True,False,True,False,True,False
159,0,28.0,0,0,8.6625,False,True,True,False,True,False,True,False
160,0,28.0,8,2,69.55,False,True,True,False,True,False,False,False
161,0,44.0,0,1,16.1,False,True,True,False,True,False,True,False
162,1,40.0,0,0,15.75,True,False,False,False,True,False,False,True
163,0,26.0,0,0,7.775,False,True,True,False,True,False,True,False
164,0,17.0,0,0,8.6625,False,True,True,False,True,False,True,False
165,0,1.0,4,1,39.6875,False,True,True,False,True,False,False,False
166,1,9.0,0,2,20.525,False,True,True,False,True,False,False,False
167,1,28.0,0,1,55.0,False,False,False,False,True,False,False,True
168,0,45.0,1,4,27.9,False,True,False,False,True,False,False,True
169,0,28.0,0,0,25.925,False,False,True,False,True,False,True,False
170,0,28.0,0,0,56.4958,False,True,True,False,True,False,True,False
171,0,61.0,0,0,33.5,False,False,True,False,True,False,True,False
172,0,4.0,4,1,29.125,False,True,True,True,False,False,False,False
173,1,1.0,1,1,11.1333,False,True,False,False,True,True,False,False
174,0,21.0,0,0,7.925,False,True,True,False,True,False,True,False
175,0,56.0,0,0,30.6958,False,False,True,False,False,False,True,False
176,0,18.0,1,1,7.8542,False,True,True,False,True,False,True,False
177,0,28.0,3,1,25.4667,False,True,True,False,True,False,False,False
178,0,50.0,0,0,28.7125,False,False,False,False,False,True,False,False
179,0,30.0,0,0,13.0,True,False,True,False,True,False,True,False
180,0,36.0,0,0,0.0,False,True,True,False,True,False,True,False
181,0,28.0,8,2,69.55,False,True,False,False,True,True,False,False
182,0,28.0,0,0,15.05,True,False,True,False,False,False,True,False
183,0,9.0,4,2,31.3875,False,True,True,False,True,False,False,False
184,1,1.0,2,1,39.0,True,False,True,False,True,False,False,False
185,1,4.0,0,2,22.025,False,True,False,False,True,True,False,False
186,0,28.0,0,0,50.0,False,False,True,False,True,False,True,False
187,1,28.0,1,0,15.5,False,True,False,True,False,False,False,True
188,1,45.0,0,0,26.55,False,False,True,False,True,False,True,False
189,0,40.0,1,1,15.5,False,True,True,True,False,False,True,False
190,0,36.0,0,0,7.8958,False,True,True,False,True,False,True,False
191,1,32.0,0,0,13.0,True,False,False,False,True,False,False,True
192,0,19.0,0,0,13.0,True,False,True,False,True,False,True,False
193,1,19.0,1,0,7.8542,False,True,False,False,True,True,False,False
194,1,3.0,1,1,26.0,True,False,True,False,True,False,False,False
195,1,44.0,0,0,27.7208,False,False,False,False,False,False,False,True
196,1,58.0,0,0,146.5208,False,False,False,False,False,True,False,False
197,0,28.0,0,0,7.75,False,True,True,True,False,False,True,False
198,0,42.0,0,1,8.4042,False,True,True,False,True,False,True,False
199,1,28.0,0,0,7.75,False,True,False,True,False,True,False,False
200,0,24.0,0,0,13.0,True,False,False,False,True,True,False,False
201,0,28.0,0,0,9.5,False,True,True,False,True,False,True,False
202,0,28.0,8,2,69.55,False,True,True,False,True,False,True,False
203,0,34.0,0,0,6.4958,False,True,True,False,True,False,True,False
204,0,45.5,0,0,7.225,False,True,True,False,False,False,True,False
205,1,18.0,0,0,8.05,False,True,True,False,True,False,True,False
206,0,2.0,0,1,10.4625,False,True,False,False,True,True,False,False
207,0,32.0,1,0,15.85,False,True,True,False,True,False,True,False
208,1,26.0,0,0,18.7875,False,True,True,False,False,False,True,False
209,1,16.0,0,0,7.75,False,True,False,True,False,True,False,False
210,1,40.0,0,0,31.0,False,False,True,False,False,False,True,False
211,0,24.0,0,0,7.05,False,True,True,False,True,False,True,False
212,1,35.0,0,0,21.0,True,False,False,False,True,True,False,False
213,0,22.0,0,0,7.25,False,True,True,False,True,False,True,False
214,0,30.0,0,0,13.0,True,False,True,False,True,False,True,False
215,0,28.0,1,0,7.75,False,True,True,True,False,False,True,False
216,1,31.0,1,0,113.275,False,False,False,False,False,True,False,False
217,1,27.0,0,0,7.925,False,True,False,False,True,True,False,False
218,0,42.0,1,0,27.0,True,False,True,False,True,False,True,False
219,1,32.0,0,0,76.2917,False,False,False,False,False,True,False,False
220,0,30.0,0,0,10.5,True,False,True,False,True,False,True,False
221,1,16.0,0,0,8.05,False,True,True,False,True,False,True,False
222,0,27.0,0,0,13.0,True,False,True,False,True,False,True,False
223,0,51.0,0,0,8.05,False,True,True,False,True,False,True,False
224,0,28.0,0,0,7.8958,False,True,True,False,True,False,True,False
225,1,38.0,1,0,90.0,False,False,True,False,True,False,True,False
226,0,22.0,0,0,9.35,False,True,True,False,True,False,True,False
227,1,19.0,0,0,10.5,True,False,True,False,True,False,True,False
228,0,20.5,0,0,7.25,False,True,True,False,True,False,True,False
229,0,18.0,0,0,13.0,True,False,True,False,True,False,True,False
230,0,28.0,3,1,25.4667,False,True,False,False,True,True,False,False
231,1,35.0,1,0,83.475,False,False,False,False,True,False,False,True
232,0,29.0,0,0,7.775,False,True,True,False,True,False,True,False
233,0,59.0,0,0,13.5,True,False,True,False,True,False,True,False
234,1,5.0,4,2,31.3875,False,True,False,False,True,True,False,False
235,0,24.0,0,0,10.5,True,False,True,False,True,False,True,False
236,0,28.0,0,0,7.55,False,True,False,False,True,True,False,False
237,0,44.0,1,0,26.0,True,False,True,False,True,False,True,False
238,1,8.0,0,2,26.25,True,False,False,False,True,True,False,False
239,0,19.0,0,0,10.5,True,False,True,False,True,False,True,False
240,0,33.0,0,0,12.275,True,False,True,False,True,False,True,False
241,0,28.0,1,0,14.4542,False,True,False,False,False,True,False,False
242,1,28.0,1,0,15.5,False,True,False,True,False,True,False,False
243,0,29.0,0,0,10.5,True,False,True,False,True,False,True,False
244,0,22.0,0,0,7.125,False,True,True,False,True,False,True,False
245,0,30.0,0,0,7.225,False,True,True,False,False,False,True,False
246,0,44.0,2,0,90.0,False,False,True,True,False,False,True,False
247,0,25.0,0,0,7.775,False,True,False,False,True,True,False,False
248,1,24.0,0,2,14.5,True,False,False,False,True,False,False,True
249,1,37.0,1,1,52.5542,False,False,True,False,True,False,True,False
250,0,54.0,1,0,26.0,True,False,True,False,True,False,True,False
251,0,28.0,0,0,7.25,False,True,True,False,True,False,True,False
252,0,29.0,1,1,10.4625,False,True,False,False,True,False,False,True
253,0,62.0,0,0,26.55,False,False,True,False,True,False,True,False
254,0,30.0,1,0,16.1,False,True,True,False,True,False,True,False
255,0,41.0,0,2,20.2125,False,True,False,False,True,False,False,True
256,1,29.0,0,2,15.2458,False,True,False,False,False,False,False,True
257,1,28.0,0,0,79.2,False,False,False,False,False,False,False,True
258,1,30.0,0,0,86.5,False,False,False,False,True,True,False,False
259,1,35.0,0,0,512.3292,False,False,False,False,False,True,False,False
260,1,50.0,0,1,26.0,True,False,False,False,True,False,False,True
261,0,28.0,0,0,7.75,False,True,True,True,False,False,True,False
262,1,3.0,4,2,31.3875,False,True,True,False,True,False,False,False
263,0,52.0,1,1,79.65,False,False,True,False,True,False,True,False
264,0,40.0,0,0,0.0,False,False,True,False,True,False,True,False
265,0,28.0,0,0,7.75,False,True,False,True,False,True,False,False
266,0,36.0,0,0,10.5,True,False,True,False,True,False,True,False
267,0,16.0,4,1,39.6875,False,True,True,False,True,False,True,False
268,1,25.0,1,0,7.775,False,True,True,False,True,False,True,False
269,1,58.0,0,1,153.4625,False,False,False,False,True,False,False,True
270,1,35.0,0,0,135.6333,False,False,False,False,True,True,False,False
271,0,28.0,0,0,31.0,False,False,True,False,True,False,True,False
272,1,25.0,0,0,0.0,False,True,True,False,True,False,True,False
273,1,41.0,0,1,19.5,True,False,False,False,True,False,False,True
274,0,37.0,0,1,29.7,False,False,True,False,False,False,True,False
275,1,28.0,0,0,7.75,False,True,False,True,False,True,False,False
276,1,63.0,1,0,77.9583,False,False,False,False,True,True,False,False
277,0,45.0,0,0,7.75,False,True,False,False,True,True,False,False
278,0,28.0,0,0,0.0,True,False,True,False,True,False,True,False
279,0,7.0,4,1,29.125,False,True,True,True,False,False,False,False
280,1,35.0,1,1,20.25,False,True,False,False,True,False,False,True
281,0,65.0,0,0,7.75,False,True,True,True,False,False,True,False
282,0,28.0,0,0,7.8542,False,True,True,False,True,False,True,False
283,0,16.0,0,0,9.5,False,True,True,False,True,False,True,False
284,1,19.0,0,0,8.05,False,True,True,False,True,False,True,False
285,0,28.0,0,0,26.0,False,False,True,False,True,False,True,False
286,0,33.0,0,0,8.6625,False,True,True,False,False,False,True,False
287,1,30.0,0,0,9.5,False,True,True,False,True,False,True,False
288,0,22.0,0,0,7.8958,False,True,True,False,True,False,True,False
289,1,42.0,0,0,13.0,True,False,True,False,True,False,True,False
290,1,22.0,0,0,7.75,False,True,False,True,False,True,False,False
291,1,26.0,0,0,78.85,False,False,False,False,True,True,False,False
292,1,19.0,1,0,91.0792,False,False,False,False,False,False,False,True
293,0,36.0,0,0,12.875,True,False,True,False,False,False,True,False
294,0,24.0,0,0,8.85,False,True,False,False,True,True,False,False
295,0,24.0,0,0,7.8958,False,True,True,False,True,False,True,False
296,0,28.0,0,0,27.7208,False,False,True,False,False,False,True,False
297,0,23.5,0,0,7.2292,False,True,True,False,False,False,True,False
298,0,2.0,1,2,151.55,False,False,False,False,True,True,False,False
299,1,28.0,0,0,30.5,False,False,True,False,True,False,True,False
300,1,50.0,0,1,247.5208,False,False,False,False,False,False,False,True
301,1,28.0,0,0,7.75,False,True,False,True,False,True,False,False
302,1,28.0,2,0,23.25,False,True,True,True,False,False,True,False
303,0,19.0,0,0,0.0,False,True,True,False,True,False,True,False
304,1,28.0,0,0,12.35,True,False,False,True,False,True,False,False
305,0,28.0,0,0,8.05,False,True,True,False,True,False,True,False
306,1,0.92,1,2,151.55,False,False,True,False,True,False,False,False
307,1,28.0,0,0,110.8833,False,False,False,False,False,True,False,False
308,1,17.0,1,0,108.9,False,False,False,False,False,False,False,True
309,0,30.0,1,0,24.0,True,False,True,False,False,False,True,False
310,1,30.0,0,0,56.9292,False,False,False,False,False,True,False,False
311,1,24.0,0,0,83.1583,False,False,False,False,False,True,False,False
312,1,18.0,2,2,262.375,False,False,False,False,False,True,False,False
313,0,26.0,1,1,26.0,True,False,False,False,True,False,False,True
314,0,28.0,0,0,7.8958,False,True,True,False,True,False,True,False
315,0,43.0,1,1,26.25,True,False,True,False,True,False,True,False
316,1,26.0,0,0,7.8542,False,True,False,False,True,True,False,False
317,1,24.0,1,0,26.0,True,False,False,False,True,False,False,True
318,0,54.0,0,0,14.0,True,False,True,False,True,False,True,False
319,1,31.0,0,2,164.8667,False,False,False,False,True,True,False,False
320,1,40.0,1,1,134.5,False,False,False,False,False,False,False,True
321,0,22.0,0,0,7.25,False,True,True,False,True,False,True,False
322,0,27.0,0,0,7.8958,False,True,True,False,True,False,True,False
323,1,30.0,0,0,12.35,True,False,False,True,False,True,False,False
324,1,22.0,1,1,29.0,True,False,False,False,True,False,False,True
325,0,28.0,8,2,69.55,False,True,True,False,True,False,True,False
326,1,36.0,0,0,135.6333,False,False,False,False,False,True,False,False
327,0,61.0,0,0,6.2375,False,True,True,False,True,False,True,False
328,1,36.0,0,0,13.0,True,False,False,False,True,False,False,True
329,1,31.0,1,1,20.525,False,True,False,False,True,False,False,True
330,1,16.0,0,1,57.9792,False,False,False,False,False,True,False,False
331,1,28.0,2,0,23.25,False,True,False,True,False,True,False,False
332,0,45.5,0,0,28.5,False,False,True,False,True,False,True,False
333,0,38.0,0,1,153.4625,False,False,True,False,True,False,True,False
334,0,16.0,2,0,18.0,False,True,True,False,True,False,True,False
335,1,28.0,1,0,133.65,False,False,False,False,True,False,False,True
336,0,28.0,0,0,7.8958,False,True,True,False,True,False,True,False
337,0,29.0,1,0,66.6,False,False,True,False,True,False,True,False
338,1,41.0,0,0,134.5,False,False,False,False,False,True,False,False
339,1,45.0,0,0,8.05,False,True,True,False,True,False,True,False
340,0,45.0,0,0,35.5,False,False,True,False,True,False,True,False
341,1,2.0,1,1,26.0,True,False,True,False,True,False,False,False
342,1,24.0,3,2,263.0,False,False,False,False,True,True,False,False
343,0,28.0,0,0,13.0,True,False,True,False,True,False,True,False
344,0,25.0,0,0,13.0,True,False,True,False,True,False,True,False
345,0,36.0,0,0,13.0,True,False,True,False,True,False,True,False
346,1,24.0,0,0,13.0,True,False,False,False,True,True,False,False
347,1,40.0,0,0,13.0,True,False,False,False,True,True,False,False
348,1,28.0,1,0,16.1,False,True,False,False,True,False,False,True
349,1,3.0,1,1,15.9,False,True,True,False,True,False,False,False
350,0,42.0,0,0,8.6625,False,True,True,False,True,False,True,False
351,0,23.0,0,0,9.225,False,True,True,False,True,False,True,False
352,0,28.0,0,0,35.0,False,False,True,False,True,False,True,False
353,0,15.0,1,1,7.2292,False,True,True,False,False,False,True,False
354,0,25.0,1,0,17.8,False,True,True,False,True,False,True,False
355,0,28.0,0,0,7.225,False,True,True,False,False,False,True,False
356,0,28.0,0,0,9.5,False,True,True,False,True,False,True,False
357,1,22.0,0,1,55.0,False,False,False,False,True,True,False,False
358,0,38.0,0,0,13.0,True,False,False,False,True,True,False,False
359,1,28.0,0,0,7.8792,False,True,False,True,False,True,False,False
360,1,28.0,0,0,7.8792,False,True,False,True,False,True,False,False
361,0,40.0,1,4,27.9,False,True,True,False,True,False,True,False
362,0,29.0,1,0,27.7208,True,False,True,False,False,False,True,False
363,0,45.0,0,1,14.4542,False,True,False,False,False,False,False,True
364,0,35.0,0,0,7.05,False,True,True,False,True,False,True,False
365,0,28.0,1,0,15.5,False,True,True,True,False,False,True,False
366,0,30.0,0,0,7.25,False,True,True,False,True,False,True,False
367,1,60.0,1,0,75.25,False,False,False,False,False,False,False,True
368,1,28.0,0,0,7.2292,False,True,False,False,False,False,False,True
369,1,28.0,0,0,7.75,False,True,False,True,False,True,False,False
370,1,24.0,0,0,69.3,False,False,False,False,False,False,False,True
371,1,25.0,1,0,55.4417,False,False,True,False,False,False,True,False
372,0,18.0,1,0,6.4958,False,True,True,False,True,False,True,False
373,0,19.0,0,0,8.05,False,True,True,False,True,False,True,False
374,0,22.0,0,0,135.6333,False,False,True,False,False,False,True,False
375,0,3.0,3,1,21.075,False,True,False,False,True,True,False,False
376,1,28.0,1,0,82.1708,False,False,False,False,False,False,False,True
377,1,22.0,0,0,7.25,False,True,False,False,True,True,False,False
378,0,27.0,0,2,211.5,False,False,True,False,False,False,True,False
379,0,20.0,0,0,4.0125,False,True,True,False,False,False,True,False
380,0,19.0,0,0,7.775,False,True,True,False,True,False,True,False
381,1,42.0,0,0,227.525,False,False,False,False,False,True,False,False
382,1,1.0,0,2,15.7417,False,True,False,False,False,True,False,False
383,0,32.0,0,0,7.925,False,True,True,False,True,False,True,False
384,1,35.0,1,0,52.0,False,False,False,False,True,False,False,True
385,0,28.0,0,0,7.8958,False,True,True,False,True,False,True,False
386,0,18.0,0,0,73.5,True,False,True,False,True,False,True,False
387,0,1.0,5,2,46.9,False,True,True,False,True,False,False,False
388,1,36.0,0,0,13.0,True,False,False,False,True,True,False,False
389,0,28.0,0,0,7.7292,False,True,True,True,False,False,True,False
390,1,17.0,0,0,12.0,True,False,False,False,False,True,False,False
391,1,36.0,1,2,120.0,False,False,True,False,True,False,True,False
392,1,21.0,0,0,7.7958,False,True,True,False,True,False,True,False
393,0,28.0,2,0,7.925,False,True,True,False,True,False,True,False
394,1,23.0,1,0,113.275,False,False,False,False,False,True,False,False
395,1,24.0,0,2,16.7,False,True,False,False,True,False,False,True
396,0,22.0,0,0,7.7958,False,True,True,False,True,False,True,False
397,0,31.0,0,0,7.8542,False,True,False,False,True,True,False,False
398,0,46.0,0,0,26.0,True,False,True,False,True,False,True,False
399,0,23.0,0,0,10.5,True,False,True,False,True,False,True,False
400,1,28.0,0,0,12.65,True,False,False,False,True,False,False,True
401,1,39.0,0,0,7.925,False,True,True,False,True,False,True,False
402,0,26.0,0,0,8.05,False,True,True,False,True,False,True,False
403,0,21.0,1,0,9.825,False,True,False,False,True,True,False,False
404,0,28.0,1,0,15.85,False,True,True,False,True,False,True,False
405,0,20.0,0,0,8.6625,False,True,False,False,True,True,False,False
406,0,34.0,1,0,21.0,True,False,True,False,True,False,True,False
407,0,51.0,0,0,7.75,False,True,True,False,True,False,True,False
408,1,3.0,1,1,18.75,True,False,True,False,True,False,False,False
409,0,21.0,0,0,7.775,False,True,True,False,True,False,True,False
410,0,28.0,3,1,25.4667,False,True,False,False,True,True,False,False
411,0,28.0,0,0,7.8958,False,True,True,False,True,False,True,False
412,0,28.0,0,0,6.8583,False,True,True,True,False,False,True,False
413,1,33.0,1,0,90.0,False,False,False,True,False,True,False,False
414,0,28.0,0,0,0.0,True,False,True,False,True,False,True,False
415,1,44.0,0,0,7.925,False,True,True,False,True,False,True,False
416,0,28.0,0,0,8.05,False,True,False,False,True,False,False,True
417,1,34.0,1,1,32.5,True,False,False,False,True,False,False,True
418,1,18.0,0,2,13.0,True,False,False,False,True,True,False,False
419,0,30.0,0,0,13.0,True,False,True,False,True,False,True,False
420,0,10.0,0,2,24.15,False,True,False,False,True,True,False,False
421,0,28.0,0,0,7.8958,False,True,True,False,False,False,True,False
422,0,21.0,0,0,7.7333,False,True,True,True,False,False,True,False
423,0,29.0,0,0,7.875,False,True,True,False,True,False,True,False
424,0,28.0,1,1,14.4,False,True,False,False,True,False,False,True
425,0,18.0,1,1,20.2125,False,True,True,False,True,False,True,False
426,0,28.0,0,0,7.25,False,True,True,False,True,False,True,False
427,1,28.0,1,0,26.0,True,False,False,False,True,False,False,True
428,1,19.0,0,0,26.0,True,False,False,False,True,True,False,False
429,0,28.0,0,0,7.75,False,True,True,True,False,False,True,False
430,1,32.0,0,0,8.05,False,True,True,False,True,False,True,False
